id,title,year,language,all_authors,citation_count,has_hypothesis,hypothesis_or_objectives,objective_code,research_area,research_focus,sampling_method,study_design,habitat_code,region_code,affiliations,ocean,sea,is_just_theoric,locality_country,family,genus,cited_species
230,"Botruanthus mexicanus (Cnidaria: Ceriantharia), a new species of tube-dwelling anemone from the Gulf of Mexico",2016,English,Stampar S.N.; González-Muñoz R.; Morandini A.C.,4,YES,"The present study focuses on the description of the second species of this genus, the first known from the Atlantic Ocean",6,Taxonomy,Morphology,1,2,0,1,Brazil,North Atlantic,NA,NO,Gulf of Mexico,Botrucnidiferidae,Botruanthus,Botruanthus mexicanus
299,Occurrence of Isarachnanthus (Cnidaria: Anthozoa: Ceriantharia) at Ascension Island: A test of hypothesis,2014,English,Stampar S.N.; Morandini A.C.,8,YES,A hypothesis about the origin of Pacific and West Atlantic species was raised by Stampar et al.(2012). The hypothesis stated that the ancestral species originated from the east coast of the Atlantic,6,Integrative Taxonomy,Biogeography; Phylogenetic,0,2,0,1,Brazil;USA;Saudi Arabia,South Atlantic,NA,NO,Ascension Island,Cerianthidae,Isarachnanthus,Isarachnanthus maderensis
253,"A new species of Arachnanthus from the Red Sea (Cnidaria, Ceriantharia)",2018,English,Stampar S.N.; El Didi S.O.; Paulay G.; Berumen M.L.,4,YES,"Here a fifth species of Arachnanthus is described, the first known from Red Sea",6,Taxonomy,Morphology,1,2,0,1,USA,Indian,Red Sea,NO,Saudi Arabia,Arachnactidae,Arachnanthus,Arachnanthus lilith
201,Invasive tunicate restructures invertebrate community on fishing grounds and a large protected area on Georges Bank,2018,English,Kaplan K.A.; Hart D.R.; Hopkins K.; Gallager S.; York A.; Taylor R.; Sullivan P.J.,15,YES,"In this study we used data collected via HabCam, a vessel-towed underwater imaging system, to investigate the distribution of D. vexillum and its relationship to other epibenthic macroinvertebrates in a portion of Georges Bank that includes fishing grounds and an area protected from bottom-fishing",2,Ecology,Biological Inventory,4,1,1;2,1,Brazil,North Atlantic,North Atlantic,NO,United Kingdom,Cerianthidae,Cerianthus; Ceriantheopsis,Cerianthus borealis
128,A different manner to share a house: is a colonial species possible in Ceriantharia (Cnidaria; Anthozoa)?,2019,English,Ceriello H.; Lopes C.S.S.; Dias G.M.; Stampar S.N.,3,YES,Reported the first ceriantharian"colony",2,Ecology,Ecological Interactions,6,1,1,1,Brazil,North Atlantic,North Sea,NO,Norway,Botrucnidiferidae,Botrucnidifer,Botrucnidifer norvegicus
192,DNA barcoding revealing the occurrence of Isarachnanthus (Cnidaria; anthozoa; ceriantharia) in cape Verde,2019,English,Stampar S.N.; Lopes C.S.S.; De Angelis S.A.; Morandini A.C.,0,YES,This study presents occurrence data of the genus at the Cape Verde Islands and discusses the relevance of biogeographic patterns based on life cycle aspects.,4,Biodiversity,Biogeography,1,2,1,1,Brazil;USA,North Atlantic,NA,NO,Cape Verde,Arachnactidae,Isarachnanthus,NA
182,Linear Mitochondrial Genome in Anthozoa (Cnidaria): A Case Study in Ceriantharia,2019,English,Stampar S.N.; Broe M.B.; Macrander J.; Reitzel A.M.; Brugler M.R.; Daly M.,26,YES,"Recognizing the power of mitochondrial genomes to illuminate anthozoan relationships, we sequenced and characterized the mitogenome of the ceriantharians Isarachnanthus nocturnus and Pachycerianthus magnus.",7,Molecular Biology; Phylogeny,Evolution; Phylogenomic,0,2,0,3;4,Italy,North Pacific;South Atlantic,NA,NO,Brazil;China,Arachnactidae; Cerianthidae,Ceriantheopsis; Isarachnanthus; Pachycerianthus,Ceriantheopsis americana; Isarachnanthus nocturnus; Pachycerianthus magnus
115,Megafauna distribution along active submarine canyons of the central Mediterranean: Relationships with environmental variables,2019,English,Pierdomenico M.; Cardone F.; Carluccio A.; Casalbore D.; Chiocci F.; Maiorano P.; D'Onghia G.,26,YES,"In this study, the distribution of benthic and demersal megafauna within the thalweg of some of these canyons (i.e. the Gioia-Petrace and Caulonia Marina canyons in the Tyrrhenian and the Ionian Calabrian margins, respectively, and the Sant?Agata, San Gregorio, Tremestieri and Messina canyons in the Messina Strait) was studied using Remotely Operated Vehicle video transects",4,Biodiversity,Biological Inventory,4,1,1;2;6,1,Brazil,North Atlantic,Mediterranean Sea,NO,Italy,NA,NA,NA
560,"Revision of the genus ceriantheomorphe (Cnidaria, anthozoa, ceriantharia) with description of a new species from the gulf of Mexico and northwestern Atlantic",2019,English,Lopes C.S.S.; Ceriello H.; Morandini A.C.; Stampar S.N.,7,YES,"This study aims to present a taxonomic review of the genus Ceriantheomorphe including a redescription of the holotype of C. brasiliensis, a redescription of C. ambonensis, and the description of a new species from the North Atlantic",6,Taxonomy,Biogeography; Morphology,1,2,0,3;4,Israel,South Atlantic;North Atlantic;Pacific Ocean,NA,NO,Brazil;Uruguai; Mexico;USA;Indonesia,Cerianthidae,Ceriatheomorphe,Ceriantheomorphe adelita; Ceriantheomorphe brasiliensis; Ceriantheomorphe ambonensis
169,The Spread of Non-indigenous Species in the Mediterranean ? A Threat to Cold-Water Corals?,2019,English,Galil B.S.,2,NO,NA,4,Biodiversity,Conservation,0,3,1,1,Denmark,North Atlantic,Mediterranean Sea,YES,NA,NA,NA,NA
139,A comparative genomics study of neuropeptide genes in the cnidarian subclasses Hexacorallia and Ceriantharia,2020,English,Koch T.L.; Grimmelikhuijzen C.J.P.,17,YES,"Here, we have annotated the neuropeptide preprohormone genes of twenty species belonging to the subclass Hexacorallia or Ceriantharia (Anthozoa: Cnidaria)",7,Molecular Biology,Evolution,4,2,0,3,Brazil;New Zealand;Australia,NA,NA,YES,NA,Cerianthidae,Pachycerianthus,Pachycerianthus borealis
546,"Ceriantharia (Cnidaria) from Australia, New Zealand and Antarctica with Descriptions of Four New Species",2020,English,Stampar S.N.; Mills V.S.; Keable S.J.,2,YES,"This study addresses this knowledge gap, reviewing previous records and describes new species of two genera, Ceriantheopsis and Pachycerianthus from the South Pacific Ocean, including the Coral Sea, Tasman Sea and Antarctic Ocean",6,Taxonomy,Morphology,6,2,0,2,Brazil;Japan;Argentina,South Pacific;Antarctic,Coral Sea; Tasman Sea,NO,Antarctica;Australia;New Zealand,Cerianthidae,Ceriantheopsis; Pachycerianthus,Ceriantheopsis microbotanica; Ceriantheopsis zealandiaensis; Pachycerianthus antarcticus; Pachycerianthus fiordlandensis
127,Ceriantharia (Cnidaria) of the world: An annotated catalogue and key to species,2020,English,Stampar S.N.; Reimer J.D.; Maronna M.M.; Lopes C.S.S; Ceriello H.; Santos T.B.; Acuña F.H.; Morandini A.C.,5,YES,"This study serves as a presentation of the ?state-of-the-art? list of species of Ceriantharia, and includes a species identification key to support taxonomic identification",4,Biodiversity,Overview,7,1,1;2;3;4;5;6;7,3,Brazil;Norway,NA,NA,YES,NA,Arachnactidae; Botrucnidiferidae; Cerianthidae,Arachnanthus; Botruanthus; Botrucnidifer; Cerianthus; Ceriantheomorphe; Ceriantheopsis; Isarachnanthus;  Pachycerianthus,Arachnanthus australiae; Arachnanthus bockii; Arachnanthus lilith; Arachnanthus oligopodus; Arachnanthus sarsi; Botruanthus benedeni; Botruanthus mexicanus; Botrucnidifer norvegicus; Botrucnidifer shtokmani; Cerianthus andamanensis; Cerianthus bathymetricus; Cerianthus filiformis; Cerianthus incertus; Cerianthus japonicus; Cerianthus lloydii; Cerianthus malakhovi; Cerianthus medusula; Cerianthus membranaceus; Cerianthus mortenseni (?); Cerianthus punctatus; Cerianthus roulei; Cerianthus stimpsonii (?); Cerianthus sulcatus; Cerianthus taedus; Cerianthus valdiviae; Cerianthus vas; Cerianthus vogti; Ceriantheomorphe adelita; Ceriantheomorphe ambonensis; Ceriantheomorphe brasiliensis; Ceriantheopsis americana; Ceriantheopsis austroafricanus; Ceriantheopsis lineata; Ceriantheopsis nikitai; Isarachnanthus bandanensis; Isarachnanthus maderensis; Isarachnanthus panamensis; Pachycerianthus aestuarii; Pachycerianthus borealis; Pachycerianthus curacaoensis; Pachycerianthus delwynae; Pachycerianthus dohrni; Pachycerianthus fimbriatus; Pachycerianthus insignis; Pachycerianthus johnsoni; Pachycerianthus longistriatus; Pachycerianthus magnus; Pachycerianthus maua; Pachycerianthus monostichus; Pachycerianthus multiplicatus; Pachycerianthus nobilis; Pachycerianthus schlenzae; Pachycerianthus solitarius
108,Corals as substrate for tube-dwelling anemones,2020,English,Ceriello H.; Costa G.G.; Bakken T.; Stampar S.N.,3,YES,"In the present study, we describe the association between B. norvegicus and a stony deep-sea coral of the order Scleractinia",2,Ecology,Ecological Interactions,3,2,1,1,Brazil;Japan;Norway,North Atlantic,,NO,Norway,Botrucnidiferidae,Botrucnidifer,Botrucnidifer norvegicus
124,"Knock knock, who?s there?: marine invertebrates in tubes of Ceriantharia (Cnidaria: Anthozoa)",2020,English,Ceriello H.; Lopes C.S.S.; Reimei J.D.; Bakken T.; Fukuda M.V.; Cunha C.M.; Stampar S.N.,6,YES,"The present study reports on invertebrate communities inhabiting tubes of different ceriantharian species from different locations, and discusses their main characteristics",2,Ecology,Ecological Interactions,1,2,0,3,Italy;Saudi Arabia;Russia;Sweden;USA,North Atlantic;Pacific;South Atlantic,North Sea,NO,Argentina;Brazil;Japan;Norway;Portugal;USA,Arachnactidae; Cerianthidae,Arachnanthus; Botrucnidifer; Cerianthus; Ceriantheomorphe; Cerianthus; Isarachnanthus; Pachycerianthus,Botrucnidifer norvegicus; Ceriantheomorphe brasiliensis; Ceriantheopsis americana; Ceriantheopsis lineata; Cerianthus lloydii; Isarachnanthus bandanensis; Isarachnanthus nocturnus; Pachycerianthus schlenzae
553,Molecular phylogeny of ceriantharia (cnidaria: Anthozoa) reveals non-monophyly of traditionally accepted families,2019,English,Mejia A.C.F.; Molodtsova T.; Östman C.; Bavestrello G.; Rouse G.W.,8,YES,"We assess the phylogeny of tube anemones, as follows: (1) to examine the validity of the currently used classification of Ceriantharia; (2) to evaluate the monophyly of the three families presently accepted for Ceriantharia; and (3) to assess the position of Ceriantharia within Anthozoa.",7,Molecular Biology; Phylogeny,Evolution; Phylogenomic,1;3;6,2,1,3;4,Canada,NA,NA,NO,NA,Arachnactidae; Botrucnidiferidae; Cerianthidae,Botruanthus; Botrucnidifer; Cerianthus; Isarachnanthus; Pachycerianthus,Cerianthus membranaceus; Cerianthus mortenseni; Pachycerianthus multiplicatus; Pachycerianthus torreyi; Pachycerianthus fimbriatus; Pachycerianthus dohrni; Botruanthus benedeni; Isarachnanthus maderensis
551,Revisiting Ceriantharian (Anthozoa) mitochondrial genomes: Casting doubts about their structure and size,2020,English,Smith D.R.,5,YES,"Here, I take a closer look at the work of Stampar et al. 2019 and question their key results",7,Molecular Biology; Phylogeny,Evolution; Phylogenomic,4,2,0,0,USA;Brazil,NA,NA,YES,NA,Arachnactidae; Cerianthidae,Isarachnanthus; Pachycerianthus,Isarachnanthus nocturnus; Pachycerianthus magnus
136,"Transcriptomic analysis of four cerianthid (Cnidaria, Ceriantharia) venoms",2020,English,Klompen A.M.L.; Macrander J.; Reitzel A.M.; Stampar S.N.,29,YES,"The aim of this project is to explore newly sequenced transcriptomes for four adult cerianthid species (Ceriantheomorphe brasiliensis, Isarachnanthus nocturnus, Pachycerianthus borealis, and Pachycerianthus cf. maua) and determine putative venom-like gene candidates across each using a customized annotation pipeline. This study is the first formal analysis of venom composition within this subclass Ceriantharia, and a targeted comparison of the venom gene profiles between cerianthids and other cnidarian species.",7,Biochemistry,Cnida,1;2,2,0,0,Brazil,North Atlantic;South Atlantic,NA,NO,Brazil; Gulf of Maine;USA,"Arachnactidae, Cerianthidae",Ceriantheomorphe; Isarachnanthus; Pachyceriathus,Ceriantheomorphe brasiliensis; Isarachnanthus nocturnus; Pachycerianthus borealis; Pachycerianthus maua
161,"Crustacea biodiversity in tubes of Ceriantharia (Cnidaria; Anthozoa), including the description of a novel species of Amphipoda from southeastern Brazil",2022,English,Ceriello H.; Senna A.R.; Andrade L.F.; Stampar S.N.,2,YES,"This study, therefore, aims to investigate ceriantharian tubes in order to advance the underThis study, therefore, aims to investigate ceriantharian tubes in order to advance the understanding of marine crustacean benthic biodiversity",2,Ecology,Ecological Interactions,1,2,1,1,USA;Australia;Colombia;Brazil;Mexico;Japan,South Atlantic,NA,NO,Brazil,Cerianthidae,Ceriantheomorphe,Ceriantheomorphe brasiliensis
195,"Phylogenomics, Origin, and Diversification of Anthozoans (Phylum Cnidaria)",2021,English,McFadden C.S.; Quattrini A.M.; Brugler M.R.; Cowman P.F.; Dueñas L.F.; Kitahara M.V.; Paz-García D.A.; Reimer J.D.; Rodríguez E.,83,YES,"Here, we use the time-calibrated tree reconstructed in that study to explore the evolutionary history of Anthozoa in greater depth, focusing on the origins of major clades and the gains and losses of key morphological innovations, including bilateral symmetry, coloniality, and the acquisition of photosymbionts.",7,Molecular Biology; Phylogeny,Evolution; Phylogenomic,4,2,0,3,Costa Rica,NA,NA,YES,NA,Botrucnidiferidae; Cerianthidae,Botruanthus; Cerianthus; Ceriantheomorphe; Isarachnanthus; Pachycerianthus,Botruanthus mexicanus; Cerianthus membranaceus; Cerianthus vogti; Ceriantheomorphe brasiliensis
573,"Subtidal habitats diversity of Santa Elena Peninsula and Murcielago Islands, North Pacific, Costa Rica",2021,Spanish,Fernández-García C.; Salas-Moya C.; Mena S.; Azofeifa-Solano J.C.; Alvarado J.J.,0,YES,"Our study reports the marine biodiversity associated with rocky reefs, coral reefs, Sargassum forests and sedimentary subtidal bottoms (20-30 deep), in a tropical seasonal upwelling area (Santa Elena Peninsula, Santa Elena Bay, and Murciélago Islands, Costa Rica)",4,Biodiversity,Biological Inventory,1;3,2,1;2,1,Canada;Portugal;Canada,South Pacific,NA,NO,Equador,Cerianthidae,NA,NA
18,Megabenthic biodiversity in culturally and ecologically important coastal regions of Northern Labrador,2022,English,Rangeley R.; Neves B.M.; Campanyà-Llovet N.; Denniston M.; Laing R.; Anthony K.; McCarney P.; McIver R.; Whyte J.; Vance A.R.; Jubinville I.; Hodgson J.; Murphy A.J.; Cote D.,1,YES,"The objective of this study was to help fill gaps in ecological knowledge in areas of high cultural significance to Inuit in the marine environment of Nunatsiavut. We aimed to understand patterns of distribution and abundance of key taxa including the identification of vulnerable marine ecosystems (VMEs) characterized by functionally significant and fragile indicator species, such as corals and sponges, that provide structural complex habitats (e.g., Long et al. 2020)",4,Biodiversity,Conservation,4,1,1;2,2,Brazil,Arctic;North Atlantic,Labrador Sea; North Sea,NO,Canada,NA,NA,NA
8,Ceriantheomorphe brasiliensis (Cnidaria; Ceriantharia): how does it behave?,2023,English,Ceriello H.; Stampar S.N.,1,YES,"In this study, we describe for the first time the tube-building behaviour of Ceriantheomorphe brasiliensis and detail its behaviour in natural habitat, including illustrations and videos of live specimens",2,Ecology,Behavior,1;4,1,1,1,Russia,South Atlantic,NA,NO,Brazil,Cerianthidae,Ceriantheomorphe,Ceriantheomorphe brasiliensis
49,Cerianthus lloydii (Ceriantharia: Anthozoa: Cnidaria): New Status and New Perspectives,2023,English,Molodtsova T.N.; Moskalenko V.N.; Lipukhin E.V.; Antokhina T.I.; Ananeva M.S.; Simakova U.V.,2,YES,"The integrity of C. lloydii as a species has been questioned in the literature. To test this hypothesis, we performed a molecular study of C. lloydii from several geographically distant localities using 18S and COI genes",6,Integrative Taxonomy,Evolution; Phylogenetic,4,2,0,2,Argentina;Brazil;Panama,NA,NA,YES,NA,Cerianthidae,Cerianthus,Cerianthus lloydii
23,"Cnidom in Ceriantharia (Cnidaria, Anthozoa): new findings in the composition and micrometric variations of cnidocysts",2023,English,Garese A.; Correa F.G.; Acuña F.H.; Stampar S.N.,3,YES,"The present study aimed to understand the variability of the cnidom, i.e., the inventory of all cnidocyst types, in the ceriantharians (tube anemones) Ceriantheomorphe brasiliensis (10 individuals) and Cerianthus sp. (seven individuals)",5,Cell Biology,Cnida,1,2,0,1,Brazil;Uruguay;Argentina,South Atlantic,NA,NO,Argentina;Brazil;Uruguai,Cerianthidae,Ceriantheomorphe; Cerianthus,Ceriantheomorphe brasiliensis
14,Description and life cycle of a new species of the genus Arachnanthus (Cnidaria: Anthozoa: Ceriantharia) from the Southwestern Atlantic Ocean,2023,English,Lopes C.S.S.; Scarabino F.; Carranza A.; Muñoz R.G.; Morandini A.C.; Nagata R.M.; Stampar S.N.,0,YES,"The present study describes a new species of the genus Arachnanthus and its life cycle, based on specimens from Uruguay and South of Brazil",6,Taxonomy,Life Cycle; Morphology,3,2,0,1,USA;Brazil,South Atlantic,NA,NO,Brazil,Arachnactidae,Arachnanthus,Arachnanthus errans
62,"Mito-nuclear discordance within Anthozoa, with notes on unique properties of their mitochondrial genomes",2023,English,Quattrini A.M.; Snyder K.E.; Purow-Ruderman R.; Seiblitz I.G.L.; Hoang J.; Floerke N.; Ramos N.I.; Wirshing H.H.; Rodriguez E.; McFadden C.S.,15,YES,"Here, we used data obtained from target Capture enrichment sequencing to assemble and annotate mt genomes and reconstruct phylogenies  for comparisons to phylogenies inferred from hundreds of nuclear loci obtained from the same samples",7,Molecular Biology; Phylogeny,Phylogenomic,4,2,0,3,Brazil,NA,NA,YES,NA,NA,NA,NA
92,New evidence to demystify the supposed holoplanktonic life cycle in Ceriantharia (Cnidaria),2023,English,Lopes C.S.S.; Maronna M.M.; Martinelli Filho J.E.; Morandini A.C.; Stampar S.N.,2,YES,"The present study discusses the taxonomic position and relevant nomenclatural aspects of the ceriantharian larvae found on the Brazilian Amazon coast based on molecular, morphological, and biogeographic data",6,Integrative Taxonomy,Biogeography,3,1,1;4;7,1,Spain;Italy,South Atlantic,NA,NO,Brazil,Cerianthidae,"Isarachnanthus, Ovactis",Isarachnanthus nocturnus; Ovactis brasiliensis
32,ROV-based monitoring of passive ecological recovery in a deep-sea no-take fishery reserve,2023,English,Vigo M.; Navarro J.; Aguzzi J.; Bahamón N.; García J.A.; Rotllant G.; Recasens L.; Company J.B.,20,YES,"In this study, we used ROV video-surveys to investigate the ecological and morphological status of a pilot no-take reserve implemented in a deep-sea northwestern Mediterranean area 2.5 years after its establishment as well as the situation of a nearby control (fished) area.",4,Biodiversity,Conservation,4,1,1,1,UK;Australia;Japan;USA,North Atlantic,Mediterranean Sea,NO,NA,Arachnactidae,Arachnanthus,Arachnanthus oligopodus
572,"An underwater imagery identification guide for shallow, mesophotic and deep-sea benthos in Maldives",2024,English,Amjad F.; Ahusan M.; Amir H.; de Villiers N.M.; Gress E.; Mah C.L.; Naeem S.; Rico-Seijo N.; Samaai T.; Afzal M.S.; Woodall L.C.; Stefanoudis P.,0,YES,"Here, we present a photographic guide for the visual, in situ identification of reef benthos encountered, including corals, sponges and other invertebrates that inhabit Maldives? nearshore habitats",4,Biodiversity,Biological Inventory,4,1,1,1,Brazil,Indian,NA,NO,Maldives,NA,NA,NA
30,Bullseye: shotgun metagenomics taking aim at the microbial diversity associated with tubes of Ceriantharia,2024,English,Ceriello H.; Brito G.R.; de Oliveira B.F.R.; Cunha M.D.P.; Stampar S.N.,0,YES,"This study aimed to analyse the microbial biodiversity in ceriantharian tubes through shotgun metagenomics, to enhance the understanding of ecological dynamics in these microhabitats",2,Ecology,Ecological Interactions,1,2,1,1;4,Italy;Belgium;Sweden,South Atlantic,NA,NO,Brazil,Cerianthidae,Ceriantheomorphe; Ceriantheopsis,Ceriantheomorphe brasiliensis; Ceriantheopsis lineata
1,"Cnida Morphology as Taxonomic Tools within Tube-Dwelling Anemones (Ceriantharia, Cnidaria)",2024,English,Forero-Mejia A.C.; Duchatelet L.; Östman C.,0,YES,"This article aims to revise the different cnida types occurring within the Ceriantharia, illustrate their morphological variation, and evaluate the potential of cnidae as taxonomic and phylogenetic tools",6,Cell Biology,Cnida,0,2,0,2,Brazil;Japan,North Atlantic,Baltic Sea; Persian Gulf; Red Sea,NO,Italy;Saudi Arabia;Sweden;USA,NA,NA,NA
55,"Unlocking the jar: revealing gastric content in Ceriantharia (Cnidaria, Anthozoa) through whole-genome shotgun sequencing",2024,English,Santos T.B.; Poliseno A.; Bendia A.G.; Pellizari V.H.; Reimer J.D.; Stampar S.N.,2,YES,"The main objective of this study was to elucidate the trophic performance of Isarachnanthus nocturnus and Pachycerianthus magnus by analyzing the contents of their gastric cavities using microscopy techniques and metagenomic (whole genome shotgun sequencing) approaches. Specifically, the study aims to identify and characterize the main classes of organisms that are present in the diet of these species and elucidate their role in the digestion process through sequence comparisons.",2,Ecology,Ecological Interactions,1;4,2,1,1,,North Pacific;South Atlantic,NA,NO,Brazil;Japan,Arachnactidae; Cerianthidae,Isarachnanthus; Pachycerianthus,Isarachnanthus nocturnus; Pachycerianthus magnus
